# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	32	0.136450	0.000090	0.425740	0.000230	-0.204700	0.000400	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	64	0.136320	0.000090	0.425580	0.000230	-0.205200	0.000500	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	128	0.136310	0.000090	0.425400	0.000230	-0.205700	0.000800	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	256	0.136180	0.000090	0.425880	0.000230	-0.207300	0.001500	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	2	128	16	0.143520	0.000070	1.238900	0.001000	-0.344090	0.000120	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	4	128	32	0.124090	0.000080	3.403300	0.001900	-0.422150	0.000080	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	8	128	64	0.115180	0.000110	8.547000	0.005000	-0.441040	0.000060	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	16	0.070910	0.000130	47.570000	0.040000	-0.590912	0.000026	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	32	0.100950	0.000150	25.875000	0.017000	-0.489591	0.000027	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	64	0.109730	0.000150	21.670000	0.014000	-0.454580	0.000030	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	128	0.111730	0.000150	20.671000	0.013000	-0.445120	0.000060	
